"CHART","CU_NAME","STREET","CITY","STATE","ZIP_CODE","CEO-MGR","PHONE","Assets","Loans","NetWorth","ShareGrowth","LoanGrowth","LnsAssets","InvAssets","Members","FullTime"
"23958","NEW YORK UNIVERSITY","14 Washington Place","New York","NY","10003","NESS, MIRA","2129953171",14508344.00,7590004.00,6.00,10.82,-5.39,52.31,45.39,3063.00,5.00
"63856","NEWSPAPER EMPLOYEES","645 Albany Shaker Road","Albany","NY","12212","BACHMAN, RHONDA","5184545363",954488.00,513680.00,33.53,.73,7.78,53.82,46.74,224.00,1.00
"7937","NFTA EMPLOYEES","1574 KENMORE AVE.","BUFFALO","NY","14216","PALMENTERA, SHARON","7168741095",2880651.00,1630099.00,7.24,2.54,-10.47,56.59,43.11,1154.00,2.00
"18435","NIAGARA COUNTY'S","260 West Avenue","Lockport","NY","14094","KASPRZAK-WHITMORE, NANCY","7164344180",45013411.00,24220446.00,7.20,5.97,-3.35,53.81,40.42,9623.00,17.00
"10613","NIAGARA FALLS A F","2420 Olmstead Street","Niagara Falls","NY","14304","MALFA, LINDA","7162974034",11506029.00,3736313.00,14.75,3.15,-14.58,32.47,62.08,2525.00,4.00
"18391","NIAGARA FALLS MEM. MED. CENTER","po box 2214","niagara falls","NY","14302","SEEFELDT, LORIE","7162784307",3913227.00,2643506.00,20.76,-2.63,-4.38,67.55,31.41,1536.00,3.00
"62866","NIAGARA FALLS PENN CENTRAL EMPL","8612 Buffalo Ave","Niagara Falls","NY","14304","RIZZO, DONNA","7162836268",5011056.00,2476744.00,12.14,-10.15,-17.37,49.43,50.98,918.00,3.00
"777","NIAGARA FALLS POLICEMENS","1925 Main Street","Niagara Falls","NY","14305","CASO, JR., WILLIAM","7162864705",882789.00,368371.00,17.76,10.08,-21.16,41.73,57.90,325.00,1.00
"98","NIAGARA FALLS TEACHERS","6040 LINDBERGH AVENUE","NIAGARA FALLS","NY","14304","STANISZ, DAWN","7162855569",9947589.00,3796938.00,16.85,3.05,-6.13,38.17,52.51,1447.00,3.00
"63793","NIAGARA FRONTIER FEDERAL EMPLOYEES","PO Box 182, 615 Main Street","Niagara Falls","NY","14302 - 0182","RUGGIRELLO, PAT","7162842161",2760825.00,1497816.00,18.16,3.40,-.35,54.25,43.45,570.00,2.00
"2737","NIAGARA MOHAWK POWER MOHAWK DIV.","20 Hill Street","Gloversville","NY","12078","RUBSCHA, LYNNE","5187752865",8964137.00,3276167.00,23.98,7.05,-2.78,36.55,62.95,633.00,2.00
"1842","NIAGARA MOHAWK PWR COR TROY E","235 OAKWOOD AVE","TROY","NY","12182","FISHER, TERANCE","5182703400",4040613.00,1964508.00,23.78,-2.68,-10.87,48.62,52.57,575.00,3.00
"3285","NIAGARA REGIONAL","1285 Erie Ave","North Tonawanda","NY","14120","WICK, DONNA","7166944987",22801458.00,17248073.00,11.67,8.15,17.05,75.64,18.02,2557.00,9.00
"8693","NIAGARA'S CHOICE","3619 PACKARD ROAD","NIAGARA FALLS","NY","14303","FROSOLONE, ALFRED","7162844110",73641113.00,40446729.00,12.08,7.22,-4.67,54.92,39.79,13885.00,29.00
"14040","NIAGARA-WHEATFIELD","PO BOX 265, 2346 SAUNDERS SETTLEMEN","SANBORN","NY","14132","HUGHES, GREGORY","7167312632",15169340.00,6439405.00,7.54,-9.16,-9.17,42.45,53.27,2724.00,5.00
"21026","NORTH FRANKLIN","494 East Main Street","Malone","NY","12953","WYMAN, JAMES","5184838668",36638391.00,24488851.00,15.26,.61,4.84,66.84,29.00,4842.00,14.00
"22756","NORTH ROCKLAND EDUCATIONAL","PO Box 682","Stony Point","NY","10980","LILLI, JOSEPH","8457862616",13719576.00,5560663.00,14.83,6.26,-8.39,40.53,55.69,2190.00,4.00
"20941","NORTH SHORE LIJ HEALTH SYSTEM","350 Jericho Turnpike","Jericho","NY","11753","DOYLE, JOANN","5163013040",96926972.00,65525423.00,13.94,4.29,7.67,67.60,26.88,17866.00,22.00
"21630","NORTHEASTERN ENGINEERS","115-06 MYRTLE AVENUE","RICHMOND HILL","NY","11418","FAUGHNAN, TIMOTHY","7188476801",64427763.00,38739313.00,7.12,10.00,-1.88,60.13,38.73,2185.00,9.00
"10578","NORTHERN","138 Factory Street","Watertown","NY","13601","ST. HILAIRE, DANIEL","3157820155",174194519.00,149479848.00,6.62,10.68,8.52,85.81,6.43,25025.00,84.00
"19774","NORTHERN CHAUTAUQUA","232 CENTRAL AVE.","SILVER CREEK","NY","14136","GALLIVAN, EDWARD","7169343111",3708753.00,2588343.00,7.16,-6.16,2.03,69.79,30.48,798.00,1.00
"61651","NORTON-TROY EMPLOYEES","2600 10TH AVENUE","WATERVLIET","NY","12189","SHAW, GARRY","5182662481",9473613.00,2940631.00,11.03,1.61,-2.28,31.04,68.16,764.00,2.00
"18620","NORWICH TELOPS","PO Box 749","Norwich","NY","13815","HARMON, SHERYL","6073364988",6597822.00,4697586.00,12.41,-14.56,-2.87,71.20,28.33,1429.00,3.00
"18238","NYM","501 Sixth Street, Suite 2F","Brooklyn","NY","11215","SINGH, SABRINA","7187803618",12431702.00,3343413.00,19.05,5.51,-15.12,26.89,71.52,2519.00,5.00
"23700","O AND R UTILITIES EMPLOYEES","P.O. Box 470","Monroe","NY","10949","MORRILL, JOSEPH","8457835490",14460599.00,7171468.00,14.16,1.17,3.81,49.59,49.07,1434.00,3.00
"19269","OCEANSIDE CHRISTOPHER","45 Atlantic Avenue","Oceanside","NY","11572","GARAY, JOSEPH","5166208100",250329042.00,121960740.00,7.75,11.96,6.27,48.72,46.99,11266.00,25.00
"21083","OLEAN AREA","1201 Wayne St","Olean","NY","14760","SNYDER, BRIAN","7163726607",208937302.00,151117397.00,11.40,5.19,-.05,72.33,25.08,19980.00,50.00
"7656","OLEAN TEACHERS' AND POSTAL","1700 CONSTITUTION AVE","OLEAN","NY","14760","SANDER, PATRICIA","7163730155",14479635.00,6590214.00,9.36,7.61,3.24,45.51,51.27,1949.00,5.00
"921","OLEAN TILE EMPLOYEES","103 s clark st.","olean","NY","14760","GOLD, NORMA","7163730727",840607.00,315577.00,8.16,1.68,-7.89,37.54,59.59,557.00,1.00
"13102","ONEIDA COUNTY","800 PARK AVE","UTICA","NY","13501","WILLIAMS, MARY","3157985741",10784295.00,4128979.00,11.99,6.17,.35,38.29,56.16,2190.00,3.00
"14462","ONTARIO SHORES","PO Box 9","Newfane","NY","14108 - 0009","RUPPERT, MARK","7167787423",49713451.00,28911696.00,9.67,14.30,4.07,58.16,37.59,5371.00,9.00
"21927","OSWEGO COUNTY","P.O. Box 310","Oswego","NY","13126","CARHART, WILLIAM","3153437822",44063119.00,36311124.00,8.28,16.17,19.55,82.41,11.24,7248.00,16.00
"7938","OSWEGO HERITAGE","P.O. Box 180","Fulton","NY","13069","GODFREY, SALLY","3155938443",11476064.00,6222243.00,12.08,4.64,-4.47,54.22,41.50,1740.00,6.00
"14436","OSWEGO TEACHERS EMPLOYEES","113 WEST ALBANY STREET","OSWEGO","NY","13126","HANSON, DONNA","3153424574",25789729.00,10595935.00,10.66,5.86,2.78,41.09,57.30,2916.00,4.00
"20898","OUR LADY OF VICTORY INSTITUTIONS","790 RIDGE RD","LACKAWANNA","NY","14218","GILLETTE, CAROLE","7168255948",4665204.00,1049016.00,18.03,-.66,-7.51,22.49,75.35,1228.00,2.00
"4480","PALISADES","300 North Middletown Road, Suite 6","Pearl River","NY","10965","WELSHOFF, MARK","8456024242",153720687.00,114090990.00,13.50,-.91,5.00,74.22,21.84,10860.00,30.00
"16933","PARKS HERITAGE","5 Murray St","Glens Falls","NY","12801","HOWARD, MICHAEL","5189264700",21399511.00,14085405.00,16.44,11.28,4.01,65.82,21.88,4005.00,9.00
"23658","PAUL QUINN","37-22 Union Street","Flushing","NY","11354","MORRIS, CAROLE","7183535870",427519.00,100428.00,22.46,45.65,12.62,23.49,74.23,263.00,.00
"22817","PCH","670 Stonleigh Avenue","Carmel","NY","10512","GILLMORE, PATTI","8452795711",1668660.00,402589.00,6.50,2.90,-3.34,24.13,74.79,320.00,1.00
"15459","PENN SOUTH COOPERATIVE","321 EIGHTH AVE","NEW YORK CITY","NY","10001","TIMPANO, GERARD","2126753200",2478264.00,2207916.00,9.13,19.52,20.79,89.09,11.52,389.00,.00
"3633","PEOPLE'S ALLIANCE","125 Wireless Blvd","Hauppauge","NY","11788","ALLEN, CAROL","6314343500",218251557.00,139540392.00,8.77,5.12,4.72,63.94,33.21,38355.00,88.00
"23381","PEPSICO EMPLOYEES","700 Anderson Hill Road","Purchase","NY","10577","GERMANO, JUDY","9142533429",36067138.00,15762425.00,13.05,10.30,10.04,43.70,54.31,3978.00,7.00
"15516","PERU CENTRAL SCHOOL","PO Box 565","Peru","NY","12972","POPE, MAGGIE","5186439915",14347733.00,7065449.00,13.53,27.85,3.06,49.24,47.52,1935.00,5.00
"19085","PITTSFORD","PO BOX 726","MENDON","NY","14506","MARTIN, WILLIAM","5856247474",324927757.00,242205104.00,9.55,8.53,5.02,74.54,23.41,20808.00,49.00
"12873","PLATTSBURGH CITY SCHOOL DISTRICT","49 Broad Street, Suite 101","Plattsburgh","NY","12901","SHERMAN, ANNA","5185614510",5678212.00,4097368.00,20.51,8.69,.34,72.16,27.56,712.00,3.00
"22592","POLISH & SLAVIC","100 MCGUINNESS BLVD","BROOKLYN","NY","11222","POSLEDNIK, AGNIESZKA","7186103970",1434761954.00,787153103.00,9.81,4.51,1.80,54.86,40.95,74965.00,284.00
"9532","PORT CHESTER TEACHERS","14 Rye Ridge Plaza, #150","Rye Brook","NY","10573","COHEN, STEVEN","9149394870",28758563.00,10474431.00,7.30,-.18,-10.58,36.42,61.74,2841.00,3.00
"18635","PORT WASHINGTON","157 main st","port washington","NY","11050","FITZGERALD, MICHAEL","5168833537",25286033.00,14709261.00,10.93,.43,4.49,58.17,39.48,3383.00,6.00
"6958","PORT WASHINGTON TEACHERS","SOUSA PORTABLE, 101 SANDS POINT RD","PORT WASHINGTON","NY","11050","YONIAK, BARBARA","5168831227",11926440.00,3138428.00,27.94,-3.73,-12.23,26.31,72.99,1117.00,2.00
"24347","POSTAL EMPLOYEES OF TROY, N.Y.","400 Broadway","Troy","NY","12180","HOLMES, DIANE","5182727300",1677778.00,461442.00,33.75,1.10,-16.25,27.50,73.26,178.00,1.00
"23757","PRICE CHOPPER EMPLOYEES","404 Princetown Rd","Schenectady","NY","12306","DONOVAN, DAWN","5183558280",21712141.00,5770842.00,11.39,5.93,-13.70,26.58,71.04,4784.00,6.00
"15246","PRINCE","140 58TH ST STE 8","BROOKLYN","NY","11220","KNOTH, ROBERT","7184929673",85039.00,51302.00,20.69,-7.53,-5.26,60.33,38.81,51.00,1.00
"60064","PROGRESSIVE","131 W 33RD ST STE 700","NEW YORK CITY","NY","10001","FAMILANT, ROBERT","2126958900",578067815.00,545544471.00,39.00,7.35,3.15,94.37,3.43,5619.00,26.00
"20798","PROJECTOR","1300 Walt Whitman Rd","Melville","NY","11747","GEROLD, KAREN","6315474359",883511.00,192529.00,9.56,-4.51,42.83,21.79,76.05,164.00,.00
"3947","QSIDE","35-30 FRANCIS LEWIS BLVD","FLUSHING","NY","11358","JOHNSON, MARK","7183531300",47550408.00,23967925.00,9.83,6.67,2.65,50.41,42.02,8582.00,14.00
"22344","QUEENS CLUSTER","PO Box 640043","Oakland Gardens","NY","11364","NICKENS, MARIA","7182290675",66888.00,27534.00,29.16,-52.55,141.78,41.16,61.03,80.00,.00
"22769","QUORUM","2 MANHATTANVILLE ROAD, SUITE 401","PURCHASE","NY","10577","SEMENTILLI, BRUNO","9146413700",694136971.00,493749710.00,8.69,9.25,10.02,71.13,26.61,48397.00,118.00
"10667","R.C.S.","246 Main St","Randolph","NY","14772","BROWN, PAMELA","7163582213",520081.00,247059.00,14.82,8.13,37.55,47.50,53.06,141.00,.00
"16393","RADIO, TELEVISION AND COMMUNICATION","225 West 34Th Street, Suite 1118","New York","NY","10122","SENISCALCHI, DONNA","2125028933",5280418.00,3107309.00,20.16,20.64,-1.91,58.85,40.38,831.00,2.00
"1317","REDIFORM NIAGARA FALLS NY","3236 Lockport RD","Niagara Falls","NY","14305-2312","CASPER, LINDA","7162842430",6516294.00,3218523.00,18.51,3.80,-8.05,49.39,43.42,2303.00,3.00
"20258","RELIANT COMMUNITY","10 Benton Place, PO Box 40","Sodus","NY","14551","HEALD, PAMELA","3154836936",325803164.00,227367728.00,9.48,5.48,3.69,69.79,24.72,36560.00,146.00
"2008","REMINGTON","po box 388","ilion","NY","13357","SWANKA, MICHAEL","3158949924",44217840.00,15585585.00,11.33,13.10,3.52,35.25,62.67,5661.00,10.00
"24715","RIVERSIDE","245 Vulcan St","Buffalo","NY","14207","MIETLICKI, KEVIN","7168751747",59156031.00,32771430.00,9.32,3.70,7.02,55.40,40.43,5945.00,15.00
"817","ROCHESTER & MONROE CO EMP","460 North Goodman St","Rochester","NY","14609","ALLEN, WILLIAM","5855464279",24370745.00,18195536.00,11.58,3.33,2.99,74.66,23.23,5264.00,9.00
"680","ROCHESTER AREA STATE EMPLOYEES","2024 West Henrietta Road #5L","Rochester","NY","14623","SHIRTZ, WILLIAM","5852720020",12613463.00,4801765.00,11.53,1.67,-15.29,38.07,60.54,2270.00,3.00
"22078","ROCHESTER POLISH","P.O. Box 17108","Rochester","NY","14617","URBAN, MARGARET","5852665876",7451558.00,1356668.00,18.53,.73,-12.46,18.21,80.05,487.00,1.00
"15080","ROCKLAND EMPLOYEES","170 East Central Avenue, Route 59","Spring Valley","NY","10977","FERNANDEZ, MIRIAM","8453715804",28258463.00,17782226.00,7.53,-2.00,-4.40,62.93,28.01,6077.00,20.00
"1810","ROME","937 Seneca St","Rome","NY","13440","MENDIOLA, SUSAN","3153391658",15514288.00,8764345.00,8.38,4.66,4.23,56.49,39.16,1770.00,6.00
"12624","ROME TEACHERS","924 Turin Street","Rome","NY","13440","HITCHCOCK, LARRY","3153367810",28029644.00,18610110.00,15.82,6.17,5.52,66.39,29.78,3270.00,7.00
"23098","RPI EMPLOYEES","313 West Hall, 110 Eighth Street","Troy","NY","12180","ESPOSITO, JOANNE","5182766591",4373519.00,1555254.00,9.39,-2.28,-20.64,35.56,64.10,1326.00,1.00
"10022","S I EMPLOYEES","233 Ballston Ave.","Saratoga Spring","NY","12866","MURPHY, PEGGY","5185844100",360582.00,120704.00,39.29,15.69,4.50,33.47,67.73,138.00,.00
"22247","S.M.S.D.","2253 Main Street","Buffalo","NY","14214 - 2349","SOEHNER, MICHAEL","7168347200",1731026.00,536737.00,20.64,-4.68,-11.29,31.01,68.12,343.00,.00
"18528","SAINT JOHN A M E","917 GARDEN AVE","NIAGARA FALLS","NY","14305 - 2446","PALMER, ANN","7162856432",307153.00,134838.00,11.96,-7.78,6.59,43.90,55.47,200.00,1.00
"9871","SAINT LAWRENCE","800 Commerce Park Drive","Ogdensburg","NY","13669","MASHAW, TODD","3153933530",92622257.00,51252369.00,10.51,4.89,5.79,55.33,40.01,10712.00,28.00
"22450","SAKS FIFTH AVENUE ENTERPRISES","12 EAST 49TH STREET","NEW YORK","NY","10017","MASI, MICHAEL","2129405225",4725346.00,3092806.00,5.30,-4.80,2.68,65.45,31.73,2811.00,3.00
"5252","SARATOGA'S COMMUNITY","23 Division Street","Saratoga Spring","NY","12866","DENOFIO, DONALD","5185832323",40261760.00,36617875.00,7.12,3.24,19.26,90.95,3.37,5270.00,16.00
"21231","SCF WESTCHESTER N. Y. EMPLOYEES","1000 WESTCHESTER AVE","WHITE PLAINS","NY","10610","CLARKE, PATRICIA","9146943421",1356394.00,693813.00,23.25,-2.18,-16.89,51.15,49.07,345.00,1.00
"16278","SCHENECTADY COUNTY EMPLOYEES","388 Broadway Suite B","Schenectady","NY","12305","ALBERT, DENELLE","5183743830",4270117.00,2988661.00,8.19,4.94,9.99,69.99,26.94,1018.00,4.00
"9486","SCHOOL SYSTEMS","150 Defreest Dr","Troy","NY","12180","HATFIELD, MARK","5182861611",65820634.00,34168575.00,7.61,4.97,-1.98,51.91,43.78,6651.00,15.00
"21328","SCOTT A. T. O.","225 Erie St","Lancaster","NY","14086","YOUNG, PATRICIA","7166861680",1626532.00,958888.00,11.74,.11,-14.42,58.95,41.46,411.00,1.00
"15672","SEA COMM","30 Stearns Street","Massena","NY","13662","WILSON, SCOTT","3157640566",429491474.00,203017402.00,10.09,4.64,1.59,47.27,49.54,38788.00,96.00
"20496","SECNY","4727 West Seneca Turnpike, P.O. Box","Syracuse","NY","13215","BOBESKY, WALTER","3154695599",131164687.00,89351074.00,6.98,3.61,17.51,68.12,25.85,14416.00,41.00
"7217","SELF RELIANCE NY","108 Second Avenue","New York","NY","10003 - 8302","KURCZAK, BOHDAN","2124737310",836111395.00,569903133.00,18.53,7.06,8.67,68.16,30.84,14306.00,43.00
"10933","SERVU","9823 Science Center Dr","Painted Post","NY","14870","WILLIAMSON, NANCY","6079362293",215008534.00,167892928.00,11.56,6.86,11.67,78.09,17.53,34238.00,99.00
"6011","SIDNEY","42 Union St","Sidney","NY","13838","DOIG, JAMES","6075617300",337994446.00,200022357.00,13.30,8.08,2.61,59.18,33.60,47038.00,154.00
"4441","SING SING EMPLOYEES","2 CHURCH STREET","OSSINING","NY","10562","MANWARING, DENNIS","9147623372",4460640.00,3060192.00,10.81,16.77,26.66,68.60,31.55,1282.00,4.00
"20279","SISTER'S HOSPITAL EMPLOYEES","2157 main street","buffalo","NY","14214","LEONE, ROSITA","7168621472",5920617.00,2595647.00,9.71,5.94,4.80,43.84,55.13,1808.00,2.00
"20292","SLOAN PUBLIC SCHOOLS","305 Cayuga Creek Road","Cheektowaga","NY","14227","ROSKWITALSKI, TINA","7168977800",1953612.00,1088470.00,10.33,12.73,10.83,55.72,44.53,524.00,1.00
"7846","SOLUTIONS","907 Broadway","Elmira","NY","14904","WOOD, THOMAS","6077347144",18926732.00,12665565.00,10.39,2.30,2.37,66.92,25.58,3638.00,7.00
"17891","SOUTH TOWNS COMMUNITY","3040 south park ave","lackawanna","NY","14218","OMEARA, CINDY","7168277788",13355961.00,7689041.00,8.39,8.36,2.89,57.57,36.05,3588.00,6.00
"23177","SOUTHERN BAPTIST CHURCH OF NEW YORK","12 West 108th Street","New York","NY","10025","LACEWELL, LENA","2123166409",285941.00,25377.00,17.21,-3.36,157.84,8.87,89.05,103.00,.00
"9107","SOUTHERN CHAUTAUQUA","168 E Fairmount Ave","Lakewood","NY","14750","FELTON, JOHN","7166657000",54516227.00,42000023.00,10.43,2.48,-4.30,77.04,16.65,10244.00,30.00
"18858","SPC BROOKLYN","29 Claver Place","Brooklyn","NY","11238","THOMPSON, BALFOUR","7188575543",392525.00,148987.00,10.55,-3.43,19.33,37.96,62.60,365.00,.00
"14522","SPECIAL METALS","4317 MIDDLE SETTLEMENT RD.","NEW HARTFORD","NY","13413","PECORELLO, JAIME","3157973575",11721727.00,6617207.00,10.22,5.84,-9.74,56.45,39.98,1151.00,4.00
"14884","SPENCERPORT","PO Box 86","Spencerport","NY","14559","BODHORN, NANCY","5853526890",22501854.00,12296764.00,9.32,6.57,1.44,54.65,42.41,3711.00,8.00
"1787","SPERRY ASSOCIATES","2400 Jericho Tpke","Garden City Par","NY","11040","GENNA, MAUREEN","5168737171",304862841.00,193628931.00,4.16,-6.71,-15.22,63.51,33.38,17343.00,32.00
"5263","ST. AUGUSTINE PRESBYTERIAN","838 EAST 165TH ST","BRONX","NY","10459","SPROUSE, JOSE","7185427253",122280.00,10351.00,18.21,-11.54,179.61,8.46,89.98,114.00,.00
"21355","ST. JOHN UNITED","184 Goodell St","Buffalo","NY","14204","PEARSON, JUANITA","7168471815",1308808.00,435008.00,10.98,14.90,-8.85,33.24,65.96,1569.00,1.00
"7586","ST. JOHNS BUFFALO","2322 seneca street","buffalo","NY","14210","ELLIS, DOROTHY","7168231527",3777413.00,2317082.00,11.96,2.99,-9.74,61.34,34.47,2400.00,3.00
"3306","ST. JOSEPHS PARISH BUFFALO","454 Englewood Avenue","Buffalo","NY","14223","BONDANZA, MICHAEL","7168339670",26660318.00,20164705.00,6.25,30.19,16.83,75.64,22.73,3454.00,6.00
"5022","ST. MARKS","49-55 Edgecombe","New York","NY","10030","SMALL, AUDREY","2124912924",263102.00,41997.00,14.97,-3.04,137.15,15.96,82.88,138.00,.00
"2184","ST. MARTIN'S","230 Malcolm X Blvd","New York","NY","10027","BENT, LILLIAN","2127220734",267572.00,24819.00,12.83,-21.44,-46.54,9.28,93.52,259.00,.00
"7172","ST. PHILIP'S CHURCH","204 W 134TH ST","NEW YORK","NY","10030","WERNHAM, THOMAS","2128624940",1729167.00,332886.00,22.55,6.17,-15.34,19.25,81.13,410.00,1.00
"18090","ST. PIUS X CHURCH","2998 Chili Avenue","Rochester","NY","14624","HYNES, ANN","5852470724",58443883.00,45778767.00,9.41,15.20,6.76,78.33,18.73,5337.00,18.00
"16207","STATE CS EMPLOYEES","STATE OFFICE BUILDING, 317 WASHINGT","WATERTOWN","NY","13601","EASSA, THERESA","3157852400",16255479.00,7677356.00,11.47,-1.11,2.66,47.23,50.43,2077.00,6.00
"51","STATE EMPLOYEES","700 Patroon Creek Blvd","Albany","NY","12206","CASTELLANA, MICHAEL","5184528234",2316123853.00,1325267942.00,6.98,9.20,9.45,57.22,37.99,220587.00,732.00
"20799","STATE UNIVERSITY OF NY GENESEO","1 College Circle  College Union 111","Geneseo","NY","14454","DILLON, BARBARA","5852455700",5263286.00,2706986.00,29.82,13.82,13.02,51.43,43.95,1265.00,2.00
"24036","STEWART'S","PO Box 435","Saratoga Spring","NY","12866","BOTTISTI, JOHN","5185811201",7804580.00,3694976.00,15.75,4.14,-2.93,47.34,50.95,2846.00,3.00
"10773","STRATTON AIR NATIONAL GUARD","1 air national guard rd, scotia","scotia","NY","12302","SECORE, BARBARA","5183721254",882559.00,665126.00,33.22,-18.38,-1.77,75.36,21.81,766.00,1.00
"18823","STS PETER & PAUL","71 South 3rd Street","Brooklyn","NY","11211","NEGRON, WILFREDO","9172790050",1989302.00,229064.00,21.92,2.32,-23.57,11.51,88.09,323.00,.00
"17914","SUFFOLK","3681 Horseblock Road","Medford","NY","11763","O'BRIEN, WILLIAM","6319248000",878744011.00,362376141.00,9.40,-.65,-3.94,41.24,52.17,54077.00,136.00
"16360","SUMA YONKERS","125 Corporate Blvd","Yonkers","NY","10701","KOZICKY, WALTER","9142204900",257285986.00,146044111.00,15.22,5.09,1.99,56.76,39.27,6904.00,33.00
"1884","SUNMARK","1187 Troy Schenectady Rd","Latham","NY","12110-1085","BEAUDETTE, BRUCE","5183822597",363539104.00,267386825.00,9.00,2.43,-2.64,73.55,13.77,45082.00,182.00
"21851","SUNY FREDONIA","280 CENTRAL AVENUE, G142 WILLIAMS C","FREDONIA","NY","14063","LINDQUIST, RAYMOND","7166733585",19212183.00,8644004.00,12.60,5.86,9.90,44.99,52.87,3985.00,5.00
"11470","SWEET HOME","656 N French Rd, Suite 5","Amherst","NY","14228","GETZ, KATHRYN","7166919187",22250204.00,11707157.00,10.75,7.88,10.25,52.62,44.17,2765.00,7.00
"23865","SYRACUSE COOPERATIVE","800 N SALINA ST STE 200","Syracuse","NY","13208-2513","EHRENREICH, RON","3154711116",19339574.00,15087867.00,6.12,13.05,7.27,78.02,14.15,3320.00,21.00
"6627","SYRACUSE FIRE DEPARTMENT EMPLOYEES","211 Wilkinson St","Syracuse","NY","13204","FRAGALE, JEFFREY","3154714621",67305951.00,45595798.00,11.36,13.19,-.58,67.74,28.31,5867.00,15.00
"24387","SYRACUSE POSTAL","5640 e taft rd","syracuse","NY","13220","MACK, CYNTHIA","3154585550",10012351.00,3834745.00,11.17,21.44,-3.54,38.30,60.58,1827.00,3.00
"12957","TCT","416 Rowland St","Ballston Spa","NY","12020","CECALA, CURT","5188847002",127443088.00,83907074.00,7.67,8.38,2.98,65.84,29.04,11441.00,46.00
"8116","TEACHERS","PO BOX 9005","SMITHTOWN","NY","11787","ALLEN, ROBERT","6316987000",4200728869.00,1751209130.00,9.41,4.02,10.52,41.69,54.72,218866.00,529.00
"19401","TEG","1 COMMERCE STREET","POUGHKEEPSIE","NY","12603","FLAHERTY, RON","8454527323",177897930.00,97488677.00,9.08,7.75,-2.94,54.80,37.96,17917.00,59.00
"22456","THE HEART CENTER","100 Port Washington Blvd","Roslyn","NY","11576","DUFF, MAUREEN","5165626650",15199052.00,3604368.00,13.59,4.54,-11.55,23.71,72.43,2207.00,1.00
"4580","THE SUMMIT","100 MARINA DRIVE","ROCHESTER","NY","14626","VADALA, MIKE","5854537000",663383287.00,429424582.00,9.67,6.07,1.57,64.73,28.60,74221.00,231.00
"3300","THE URBAN STREET BISCUIT WKRS","243 Urban Street","Buffalo","NY","14211","SOWINSKI, JOAN","7168916564",1410764.00,577743.00,16.35,5.93,-8.08,40.95,60.01,185.00,1.00
"9219","TICONDEROGA","1178 Nys Route 9N","Ticonderoga","NY","12883","HAYES, SHAWN","5185856725",79074304.00,32691733.00,12.02,2.14,.20,41.34,50.30,9322.00,25.00
"22962","TOMPKINS EMPLOYEES","322 W. STATE ST","ITHACA","NY","14850","PAYNE, KIMBERLY","6072728567",5213330.00,2751970.00,14.13,4.60,10.35,52.79,45.77,1208.00,2.00
"22464","TONAWANDA COMMUNITY","257 Highland Parkway","Buffalo","NY","14223","HEDGES, MELINDA","7168734688",23354377.00,9852897.00,7.79,5.31,-7.37,42.19,52.41,6147.00,6.00
"22167","TONAWANDA VALLEY","P O Box 398","Batavia","NY","14021","BLANCHARD, SUSAN","5853435627",67827057.00,37275389.00,10.17,5.08,1.17,54.96,40.59,14653.00,31.00
"23717","TOWN OF CHEEKTOWAGA","3251 BROADWAY St","CHEEKTOWAGA","NY","14227-1033","ROLL, RICK","7166863497",13679632.00,9016974.00,13.58,4.84,-3.47,65.92,27.85,1185.00,4.00
"15539","TOWN OF HEMPSTEAD EMPLOYEES","1830 Grand Avenue","Baldwin","NY","11510","MUIR, ROBERT","5168674730",108254321.00,52283995.00,7.78,6.99,-1.41,48.30,48.88,9656.00,23.00
"20495","TRANSFIGURATION MANHATTAN","74 WEST 126TH STREET","NEW YORK","NY","10027","BOST, FRANCES","2127220601",124007.00,12898.00,19.80,-.97,-35.20,10.40,81.10,159.00,.00
"15067","TRANSFIGURATION PARISH","429 Broadway","Brooklyn","NY","11211","LAMBOY, ELADIO","7183880729",5829016.00,4287120.00,9.33,-1.74,-9.77,73.55,12.87,2692.00,6.00
"21831","TRANSIT","10149 WOODHAVEN BLVD","OZONE PARK","NY","11416","BYRAM, BARBARA","7184251312",16924222.00,7048757.00,12.90,2.65,1.95,41.65,59.25,5380.00,5.00
"798","TRANSIT AUTHORITY DIVISION B","3961 10TH AVE ROOM 230","NEW YORK","NY","10034","NEMETH, ROBERT","2129421448",4895228.00,2127392.00,6.54,2.96,-5.75,43.46,54.95,1800.00,2.00
"21875","TRI-COUNTY","PO Box 241","Delevan","NY","14042","CHASE, SYLVIA","7164965087",3585496.00,1675599.00,19.14,2.86,-4.20,46.73,52.34,877.00,2.00
"23198","TRI-LAKES","197 Broadway","Saranac Lake","NY","12983","KOUROFSKY, BARBARA","5188911666",11890658.00,7610095.00,5.42,12.19,-1.45,64.00,29.31,2750.00,7.00
"119","TRIBORO POSTAL","142-02 20th Avenue, P.O. Box 520487","Flushing","NY","11352 - 0487","SUMMA, BERNADETTE","7189617585",119208437.00,16449845.00,15.18,15.68,-2.95,13.80,85.27,4541.00,11.00
"15928","TROY","2175 6TH AVE","TROY","NY","12180","GORDON, KEVIN","5182721688",2780676.00,1586447.00,12.84,4.43,3.26,57.05,23.99,532.00,2.00
